name,is_sharpe,is_p,oos_cagr,oos_sharpe,oos_maxdd,oos_p,by,live
down_days=3.0|H5|Fnan,0.7161580962126374,0.0001320479221337519,0.060870904639343415,0.4850645183649593,-0.20296100686264607,0.29897054474261964,False,False
